Screenshot,Center,Holes (0-5),Link 0,Link 1,Link 2,Link 3,Link 4,Link 5,Status,Who?,Notes,,,,,,,,This is a Dupe,Probably an Error
https://cdn.discordapp.com/attachments/666873697763590144/667603243517345802/hunter930pm16feb.png,Blank,"4,5",CTCTCSC,DSHHPHH,SPDHHHB,SDCPCSD,PBBBBPC,PSPTHBH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/47bef248a364b103fb34416415d6160b,Blank,"1,3",CTCTHHC,DCCDDDC,HCBCPDH,PCPCCCT,BBPDCSS,PSDBDTH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/d024b94fa64078ef827a56f423dfdf19,Blank,"0,1",CTDCPTB,BDSDSSH,PDCBHDS,TBTTHCH,SPDBTDH,BDDHDHD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667487076723195914/667800658396577802/5f0097daba825d60de5c015ca5445afd.png,Blank,"0,3",CTDDHSS,BBDTDSD,HHTPCSB,SBPTPDH,DHCHHBC,TDBSSCH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://steamcommunity.com/sharedfiles/filedetails/?id=1972352453,Blank,"1,4,5",CTDDSCH,DHTHCSC,BBBBBBB,BBBBBBB,PTBDBTB,THSTBBB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/f9e756e49a29cd53c63bca9f4eb6a68e,Blank,"1,2,4",CTDHBHC,HDTCTST,PCSPHPC,DSCTTST,DPPBPCB,HBPCPBC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/aJp1ATP,Plus,4,CTDPDDT,CBTHSTD,PCPCBPH,HHTTDBC,CCDHSPC,BPCSBBP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://media.discordapp.net/attachments/423634119604568074/667551320634294272/unknown.png?width=994&height=560,Blank,"2,5",CTDPPDT,PCSSSHH,BSHDHDD,TPTHHCD,HTHPHSD,SSDBBCC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666873697763590144/667651892079493132/tiger_release_final_20200117_170718.png,Plus,"0,2",CTDPTCH,CDTDHBS,DSBDHBP,BTCHCTC,SCDBPBS,DDTPSHH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667324808912175114/Warlock_Destiny2_20200116_10-33-31.png,Blank,"2,4,5",CTDSTBB,CDPSHSP,PBDSHCS,PTSCTHT,PCTCPCP,HPSBPPT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/LZvjP00,Blank,"1,2",CTDTCHD,THPPPTT,CDDTTTH,PSPPCTP,TCBPSCC,DTDSDPT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/6e1d74fa40dbee45e7f269f7cdaffd40,Blank,"1,4,5",CTDTTDC,PCDHHTT,SDTSDHC,STBCPDC,DDHHCDD,SCBSHSC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/a/WYjrtKK,Blank,"1,4,5",CTHBPBC,THCBTCH,PSSSHHP,DTHDHDD,TSDCBPT,CSSPBBC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://reho.st/self/0e56c0e1b7e0ea43e35e95f084c06b6bc34b23ad.png,Blank,"1,3",CTHCBDH,CCBCTDP,THHBSPB,BDBCCDP,TPHCBSC,TSBBHPH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667849167728541706/667909158346948608/tiger_release_final_20200117_182734.png,Blank,"1,5",CTHCSCS,BDDHSDD,BSDCCSH,TBDBHDB,THCHHBD,TPDTPTS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://i.imgur.com/xnBsHe6.png,Blank,"1,5",CTHCSCS,BDDHSDD,BSDCCSH,TBDBHDB,THCHHBD,TPDTPTS,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://cdn.discordapp.com/attachments/667916970393468928/667921523339952148/Capture120.PNG,Blank,2,CTHHDTB,TSPSHSH,SDBCTBS,DPHTHPH,PHPSTTS,HHCBCCP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/efaad9fae4747368c487a6edc2379d94,Blank,"1,3,4,5",CTHHSPP,PDPTDCS,PSSDSBC,BDPSPDC,PBDBTHB,SDSSTBC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/493116dbebc40616173c002d43afbd47,Diamond,0,CTHSBDC,DSDPHTB,DCBDSDS,HSDBDCC,TBHDCCD,CCBHSSC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/a/FfYgX2i,Clover,1,CTHSDBP,DHSDBSP,CTCHHBT,PSBCHSS,SCTPBPD,BBHDHBD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://i.imgur.com/jeiOXiY.png,Blank,"1,5",CTHTHCC,CHPDPCH,HHDHHHD,CSBCPPC,TPSBHHH,DTBBHHB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/668181669106286593/668184255830163485/23f00740cbd02ebf565691def3c028ec.png,Blank,"0,1",CTHTHHB,TSPHPHP,TPPSHBC,BCSCBDB,BCSHSSP,PDTTHST,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/668144053665136651/668168936805630001/20200118140132_1.jpg,Blank,"1,5",CTPBBHC,BHDSDSC,CCHTBHH,DDCDCSS,PHSPCHB,DTDCPBT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/2a8ef9504ff4d4593b2bfa58b91585dd,Blank,"1,5",CTPCTHC,CDHSBCH,DCBPBPB,BDTPCBT,TPBBHHB,CBTTSDS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/bbca8d047b287034f50fa48478af14d3,Blank,1,CTPHHCB,THDBHPT,TBHBDPT,PTTTSPH,BHTCPDC,DDHTSTP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/qzaxULl,Blank,0,CTPPHDC,HHTPSDC,CDTCSCB,PHSHTDH,BHHPPDH,PHDTHDH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1Hs504izE5YZghNwu0IOj7Fa-QjgqKLe_,Blank,"1,2",CTSBCDT,CPCBCTC,DBTPDCC,CCCPCBT,TTDHBSH,SSDTPTC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1ICIFdIWDtv6PuuIAR1UhN6AKRfMp3O9Q,Blank,"1,4,5",CTSBDPC,PHPBTBP,CSSTBCP,CSSBHSS,BTCPCTD,PTHCTCS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/deb828bed2e854cb6e165eac689651e4,Blank,"0,4",CTSBHHH,DDCHBCP,DHSPPSH,BSTDCPH,DDDHPCH,PBTTPCP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://steamcommunity.com/sharedfiles/filedetails/?id=1971540549,Snake,"1,4",CTSCDSB,TCDBDTB,HDPSPPD,TPBCTTP,CBPHDTD,PCPHHBC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/0b11b37c1eac00bb480d3dd27ef0a8c4,Plus,1,CTSCPHS,PTCHCBT,HTDCDCD,HHPHTHH,DHHHBPP,HCSHCTD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667869313423638539/667912802593144881/Destiny_2_Screenshot_2020.01.17_-_20.40.45.50.png,Blank,"2,5",CTSDHPP,BDCSDHP,BSPBTHH,BBHDPBS,BPDCBTP,PCHSTDH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/489705372232450059/667194156917194764/PS_Messages_20200116_153116.jpg,Hexagon,4,CTSHCSC,DCHSBTB,BHTHDPC,BBHHCCB,TDTTPDB,TPTTHCT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/D7JuETA,Blank,"2,5",CTSHCTH,PSSBPSC,HCBTDTS,BHCCHBT,CHTPCPH,TPDHSPS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
http://prntscr.com/qopo3v,Blank,"1,3,5",CTSHHPP,SSTBPCH,TPCCSPH,SBSPDPT,DCPHDBC,DPDCBBS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/XQOColb,Blank,"1,3,5",CTSHHPP,SSTBPCH,TPCCSPH,SBSPDPT,DCPHDBC,DPDCBBS,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://cdn.discordapp.com/attachments/666872924967403550/667214006788030483/Final9.PNG,Blank,"2,4,5",CTSHTDT,PSCPDCP,BTSHSBC,BCSCTTH,THBCPPT,THTSCBH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/985e54483b6332e1eac5c16d37214981,Blank,0,CTSSBPP,CHBHBCB,SCPDPSB,DSTCBHT,TTTBDHD,SCTCHHB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://i.imgur.com/xK2WUKB.png,Blank,"1,4",CTSSDHT,SHHCHDC,PTCHDHB,TPPHPPD,TPPBDSB,CBBBDCB,Verified,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
https://mobile.twitter.com/Dogboy369/status/1218076767606444034/photo/1,Blank,"1,2,5",CTSSDPD,HPBPCHT,CDHHTHP,TPBHSHB,BBTTSPD,STSCHDT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667401774088454144/36.png,Blank,"2,4,5",CTTBDDH,SCBCPBC,HBSPPPB,CPBTSTD,PTCHCBT,TTSHHCD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/544483059ec9bee966876ddeb3f233f2,Diamond,"1,4,5",CTTCDHS,SSSBCSD,PBPCSPS,TBHHDDH,HCCSBHT,SDTDHSC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/668144053665136651/668184380509913128/20200118145327_1.jpg,Blank,"1,3",CTTCSBT,HBBPDSC,SHHSBBS,HBPBPSH,SPDHPDD,SHCCBSC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/7766934cbe9b29310d61354120794548,Blank,"4,5",CTTDBPD,HCDHTCT,HDSTTHT,HSTDSDD,SHCBHSP,CBHTDBB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://i.gyazo.com/thumb/1200/6b2b6951d7f734d4afddc59e63c0072c-png.jpg,Blank,"1,2,5",CTTPBTD,TDTTPDB,CBTSSST,BTHSSSD,SPCBDSP,DDTPBSD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667487076723195914/667816613453627392/0c69a4ba08713fcd080d4219a3646521.png,Blank,1,CTTTTHT,CTDSSCP,HBTDSSS,DDHBTBC,HSSDPHT,TCTCCPB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=17APV7ryvR_hDZSBKC3859n1GjAuOxwAf,Blank,0,CTTTTTT,BSHHHDT,PTTPTSH,SPHSPPT,HPTSDHC,HDBDPHS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1XA7fxxvJCOgo_rnecU_gXhBDlEF2MMSj,Blank,"2,4",DBBBDPS,PCTSCDP,BSHHHTB,BCHBHTT,SCCTTHB,SBTPHPT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1aoK79v9TCskWb7n9aD4OXnohgbea1_Hl,Blank,"1,3,5",DBBBTHP,BSBSHSS,DHBTDSD,DSBHSST,HTBSCPP,CPSBPBS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/c2bb667a48d0f8022bbbfe38b4dd6b7d,Diamond,"1,4,5",DBBDBSB,TTHSTST,STBHTCH,CHTTSPT,DBPTBDS,HTCCBPH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://pasteboard.co/IQtItsp.jpg,Blank,"0,1,2,5",DBBDTCB,BCDCDPB,BPDSSPH,SHCHDCD,BDCBSPP,PHDSPCD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667487076723195914/667821833466282014/6e3fb0897d00d35505fb299541257488.png,Blank,3,DBBPSCD,HSPHSBT,HTHTTHB,SHPTCDB,HPPTPSP,CTTTSHH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/180f23ed914507487ef0237875cb8815,Blank,4,DBCBCBD,CTTPBPB,DHCPPTB,HCCHCCT,SHDPHHB,PCPPBCB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667873003539005464/tiger_release_final_20200117_232836.png,Blank,"2,4,5",DBCBHHC,THPTBBB,HBBCTSB,SCTSHCH,SCTTHBC,TBHDDPH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/1xFfD3H,Blank,5,DBCBHTB,TPPDCCB,BBHBPBC,PTCTHHH,TCSCHDC,TBTTCDH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/1xFfD3H,Blank,5,DBCBHTB,TPPDCCB,BBHBPBC,PTCTHHH,TCSCHDC,TBTTCDH,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://twitter.com/RobertJSchuster/status/1218568953603051520/photo/1,Plus,0,DBCBPPP,HDPHCBP,BSBDHPP,BTSCHDS,BHHCSCD,BBCPCSH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/157368876005326849/667200778850533396/Puzzle2_2.png,Hexagon,"0,1,2,5",DBCBSSC,CPBCDTB,TCHCPCP,BPBSTSD,DSHDCHP,HHCTDCB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667145204385579009/668338488873058345/image0.jpg,Hexagon,"0,1,2,5",DBCBSSC,CPBCDTB,TCHCPCP,BPBSTSD,DSHDCHP,HHCTDCB,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://imgur.com/XUzwyzI,Diamond,4,DBCBTBP,DBSSTPS,PCDCPCS,PBBHHBD,CDDSHHD,CSSTPTP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
Destiny 2 Screenshot 2020.01.17 - 01.16.29.17.png,Blank,"2,5",DBCBTSP,PDTTCCP,BTHPTPP,BBBBBBB,BHTCBCH,BCSHCBT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/668144053665136651/668164957342400512/20200118131306_1.jpg,Snake,"1,2",DBCCTPS,DPSHHBC,TPHTPCS,SCTTBPP,PCPSHST,CPDSHSS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/Rkd7LKA,Blank,"0,2,4,5",DBCDCHH,PPDDSBB,BCHHCDS,BBBBBBB,TSDDPSC,DBCBSPB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1s83gaeR7G7G2i436OmyQveTaN7vF6GkL,Blank,"1,5",DBCDPST,PHDDBDS,HBSCPSC,PPHSDHB,DHBBPHB,PSCDPSD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
Destiny 2 Screenshot 2020.01.17 - 05.18.26.94.png,Blank,"1,5",DBCDPST,PHDDBDS,HBSCPSC,PPHSDHB,DHBBPHB,PSCDPSD,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://cdn.discordapp.com/attachments/647867843521806366/667494339622207504/image0.jpg,Blank,"1,5",DBCDSDH,BTHBBST,BBBBBBB,BBBBBBB,BBBBBBB,SHDBPCP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/7779cec792ac91804bd346043b7e151b,Blank,"0,2",DBCHTTS,CDCBPHD,HDSTTPT,DBCBHTB,PSCTTTD,CPHPTTC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/53ab19789febf3d0275e582bd418cafd,Blank,0,DBCPPPS,SDDSDDD,CPTBTPS,SSPCPTC,THCSTSC,STDTSSB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/587326709263761459/667127354623000595/Destiny_2_1_15_2020_4_04_38_PM.png,Hexagon,"1,4",DBCSBDH,SCTTHBC,PCTBBDS,HCSHBCP,SSHPSHD,PCPCDDD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://i.imgur.com/Cfnzgqm.png,Blank,"1,5",DBCSCTP,PBSHDPT,CHDHBDH,TPSSHPB,TPTBDBS,BBBHCCC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://i.imgur.com/Cfnzgqm.png,Blank,"1,5",DBCSCTP,PBSHDPT,CHDHBDH,TPSSHPB,TPTBDBS,BBBHCCC,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://imgur.com/a/V7wgFKM,Hexagon,"1,4",DBCSSCP,DDSCHTP,HTCPDCS,SDPTCDC,TTDPHSD,BPHBBDC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://media.discordapp.net/attachments/364151761797382145/667388544125501466/Screenshot_486.png?width=720&height=462,Blank,4,DBCTBDD,TTTTPBC,DSBTSCH,THDDSSD,CDCPTDS,BTSTBTH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/612785903584280583/667213008900063253/unknown.png,Blank,"0,1",DBCTDSB,PTHHHBB,HTDSDDS,DHSTHSS,TSSTHTH,TCSHCHC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/85d0b71b2fbf51c0409b39eda7d881b7,Hexagon,1,DBDHDHH,BSSCDTH,HCPHTTC,TSSPPTS,TCPDPHB,BBSPDHH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/a9d06de57737fbf031a84ba68a7309ec,Blank,"1,2,3",DBDPPBP,SPDBPCT,HDHHDPS,SDBTHPP,SSSTPDB,BBHHSSS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
Destiny 2 Screenshot 2020.01.16 - 22.40.12.31.png,Blank,"2,3,5",DBDPPHD,SPHCBBS,DPTHPCH,PSBDDSS,HSBSSHC,BBBSPSP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/a/IbpyHkV,Blank,"1,2,4",DBDPSDH,PTPCSSS,PPSBPTP,SCHTDBP,BSDTCBB,CDPPHHP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://i.gyazo.com/thumb/1200/9fe3493698c0ca7ccd4b530ce0692bae-png.jpg,Blank,"1,2",DBDSPTH,SPDHCDP,TSTPHBS,BHDBCHC,DTPCPPP,DCCHSDC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667415501412237332/unknown.png,Clover,"2,4,5",DBDTDBD,DDCSTBS,SPPDBCT,BBHPDCD,PCTPDST,HPBHPDS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
Destiny 2 Screenshot 2020.01.17 - 02.10.30.27.png,Blank,"0,3",DBHCBHP,PSCBHCT,HSDHTCT,TPSPBCD,PSPSCBC,CCDTPHT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667883130891534356/destiny2_2020-01-18_01-01-00.jpg,Hexagon,5,DBHDDPS,HSCSPHC,TSPCHCB,PHDBDTD,BBSCHBD,DHSCCBB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://media.discordapp.net/attachments/666872924967403550/667073510719619118/titanemblem.jpg?width=960&height=600,Blank,5,DBHDHSS,DTHSHTS,PHCPHTC,BDDTBTD,HHSDPCC,PCPHPPT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/624662110181523476/667778506406625310/20200117204008_1.jpg,Blank,"4,5",DBHDPBD,CTPCTSH,DSSHBCS,TTSSPPH,DBDCDCP,SHSHBCB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/c119b9671aeac3ecf1088a00624e6760,Blank,"0,5",DBHDPPD,TCPTDTB,DCCTDCT,BTSHDHT,TSTBPCH,PCCDSPT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667487076723195914/667848016857792512/953c8b935ac5e71c3ca04686a4135631.png,Blank,4,DBHDTST,CBBPPCH,STSTHDT,CHHBDPD,BHBTPBS,BSBPDBS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/b1517344cb0396cce613c698b334b5b2,Blank,"2,5",DBHHPBH,PSCCSDH,BBSHHTD,DHPTTCB,TSSPTBT,CTTTPBT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/KNCjpD5,Blank,"0,1,2,5",DBHHSCB,BPSTHPH,TSCSBTS,CCCSHCP,BTTTBPP,CSCSHHS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1hgrUS6LXVfwCDA4DzzWCO9hswskmSMXz,Hexagon,"0,2",DBHHTSP,BPBPDTT,HHHHHTT,CCDHPHS,THHSSHD,CSDPTBD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/0d66cfedc214cffb70b75bd4aa546a4f,Blank,"0,4",DBHSBPD,TSTSPDS,TSPDSSP,PDPPCTT,CDTBTST,PDTDSDP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/36fd942711c857103c48b184a4a197a9,Blank,"1,2",DBHSHST,BCCCPDH,HHSCBDB,PCSDDHD,SSTHBHS,SBHHBPC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667487076723195914/667792237945421854/8ffa4c130a04996996787bda7e62b1d9.png,Blank,2,DBPBDTP,HSTPPCD,PBDSCTB,CHHTPSD,PHSCBHD,CCSDTDS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667865590589030401/667963224976785419/tiger_release_final_20200118_060635.png,Blank,"1,2,4",DBPBTBC,SPBPDTT,HBSBSPD,HHSBCPP,CDSCTTC,DBSTDPT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/b247ac6732f9492077fdca5afeb38747,Blank,2,DBPCDBC,BHHPDTB,CPSSDTS,DPDDHCH,TBTBHCP,HTSBPTT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667486768941236235/667499824039329792/Destiny_2_Screenshot_2020.01.16_-_17.43.25.58.png,Blank,0,DBPCDSB,HDHHTPP,PPDSTSC,HTHCPPB,SPCSDTS,HDHBDSC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://media.discordapp.net/attachments/666872924967403550/667584516071620608/unknown.png?width=832&height=468,Blank,"4,5",DBPDSHH,BDCCSCP,CDTPSDH,CBSDBCH,HHPSDCD,CPDDDHH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://i.imgur.com/CWXGs0f.jpg,Blank,"4,5",DBPDSHH,BDCCSCP,CDTPSDH,CBSDBCH,HHPSDCD,CPDDDHH,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://cdn.discordapp.com/attachments/667864135492567061/667869023647563796/Destiny_2_Screenshot_2020.01.17_-_18.06.59.62.png,Blank,1,DBPPHPD,CBDCBPH,HHCBCCP,TDPBSHC,HHPSBHS,BDBCBTH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667881903411560469/image0.jpg,Blank,"0,1,2",DBPPSBS,PCTCSCC,PTTHCPC,HDHTTCS,PDTSDTC,PPTPPSS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1FQQvFsaHsdv14wlmKjjOYhVx1rqRnBd1,Blank,"3,5",DBPSBPC,HDSTPBC,SDSCTBP,BDDHPSB,DCBPBPD,HTTHHTP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667916970393468928/667921330653495306/Capture100.PNG,Blank,2,DBPTTCT,DPBSCHD,PBCDTCS,TCHDSHB,BBSSTTT,CCCTDDS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/file/d/16qSoM1gBmVygrQr4HS3Ae-iI9vdkEs3L/view?usp=sharing,Blank,"4,5",DBSCCTH,CPDDSTC,PDSTHTC,PCBDCTD,CPCCPSB,DHBSTDC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667205583912304673/tiger_release_final_20200115_221621.png,Hexagon,2,DBSDBTT,CHBDTPC,SDPDSSD,SBTCPPD,DPSHSSS,DHBHSDD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
Destiny 2 Screenshot 2020.01.17 - 00.27.06.37.png,Snake,5,DBSDCSP,SCHCDSH,BPHBBDC,HPCCSPD,HDBBTTH,DCBPPTT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/668144053665136651/668175155817742386/20200118140824_1.jpg,Hexagon,5,DBSDHCT,BPHDTDC,DHBDCPH,PHPHBDS,HBSSTHP,BSSTTDT,Verified,,Had to complete,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
