Image,Center,Openings,Link1,Link2,Link3,Link4,Link5,Link6,Confidence,Transcription hash,Transcription count,Incorrect Rotation Flag
https://cdn.discordapp.com/attachments/667916970393468928/667921578289528870/Capture128.PNG,B,3,BCTHDPS,DSDDDPC,DBTBPBC,PPHHDTB,BBBBBBB,BBBBBBB,87,,8,False
https://gyazo.com/ba41c874e81971b8843f8aea1f256173,C,"3,5,6",HPPHCPD,HTPBTBC,HBPSSDP,DSTSTDC,HPTCPPT,SHDCTHB,83,,6,False
https://cdn.discordapp.com/attachments/667849167728541706/667850039149723669/tiger_release_final_20200116_213614.png,B,"1,2,3,6",PHTHCHT,DSCPBTS,DPBBCST,BTBHSTP,DCCPBDC,DBBDBTD,70,,10,False
https://gyazo.com/b9b66beed551191e2865d0c0a8dbc1c1,S,"2,5",BBSBSTP,SHBSPPT,PTPHTCC,STCDHSB,TSPHPHP,PDBSTDT,71,,8,False
https://cdn.discordapp.com/attachments/667849167728541706/667850011723431966/tiger_release_final_20200116_212720.png,B,"2,5,6",PHPSTBT,TTHBPCB,TTHTCCC,BBPPDPB,BCSPHSP,CCPBSHT,100,,5,False
https://gyazo.com/b9e70c2c9c216c7fc37c5c6700a3e17c,B,6,CCSTCDS,PTBTSHB,BPSDTPC,PDHCTBC,HSBPBCP,PSTSDBH,80,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667853921053835284/04efb1d1b74de36ac55c667510f9987b.png,B,"2,6",BCCBHDC,HDSSBCP,DDSTPCP,BSHPDBT,BPPSDHS,CCCDCCS,100,,5,False
https://cdn.discordapp.com/attachments/667916970393468928/667921591765827584/Capture2.PNG,B,"1,3",SPBDSBB,HHTHHCH,TCBPTSB,STDBCDS,CSPBSDT,THDCBPC,71,,7,False
https://cdn.discordapp.com/attachments/667849167728541706/667850005003894795/tiger_release_final_20200116_212528.png,B,"2,3",SDDSDCC,SDTDTCT,TBPHHBS,STPCTSP,SCDTSCH,CBTBHTS,80,,5,False
https://cdn.discordapp.com/attachments/667916970393468928/667921856833257482/Capture24.PNG,B,"3,4,6",DHTBSCC,SHPTPHT,HPSSHBT,BHBPHSP,CHTPSST,CTHTPCB,85,,7,False
https://cdn.discordapp.com/attachments/667916970393468928/667921862965198898/Capture25.PNG,B,"4,6",CDCHHST,HPSBDSD,HCHPBCC,PTBHCHC,HHCSPBC,CPSCBTC,71,,7,False
https://cdn.discordapp.com/attachments/667916970393468928/667921863678099467/Capture26.PNG,B,"2,3,4,5",HTDSPBP,TBPDDDS,HSDBHCB,CTCDBCB,BDDDDCC,HTHTHBP,75,,8,False
https://cdn.discordapp.com/attachments/667916970393468928/667921822813126667/Capture21.PNG,B,"4,6",BBBCCSS,HHHTHBD,CBCSBSD,TCHTSTC,PBDSBDS,TPBCDST,83,,6,False
https://cdn.discordapp.com/attachments/667916970393468928/667921905315217408/Capture31.PNG,B,"2,3,5",DBDPSDH,PTPCSSS,PPSBPTP,SCHTDBP,BSDTCBB,CDPPHHP,80,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667854064956211200/unknown.png,B,"1,2,3,4",CHHHSTT,PHSPSHP,DPPBTBB,BTSTTHB,PCSHBHB,HBDCSHD,85,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667854022384025650/CoT.png,B,"2,5",PHBTBBH,PCSBHHC,HCPCCSH,BPSSCTT,DHDSCCP,CTDPPSH,91,,12,True
https://cdn.discordapp.com/attachments/667849167728541706/667850051787161608/tiger_release_final_20200116_214004.png,B,5,DBCBCBD,CTTPBPB,DHCPPTB,HCCHCCT,SHDPHHB,PCPPBCB,75,,6,False
https://cdn.discordapp.com/attachments/667916970393468928/667921883617820692/Capture29.PNG,B,"4,6",BCHBBHS,TTPPPCB,HPPBCPP,BBBHCHS,BTDSSPT,BDBTHSD,100,,6,False
https://cdn.discordapp.com/attachments/667916970393468928/667921867335663616/Capture27.PNG,B,"1,6",TPHCDTS,CHPBTTT,DPPPDHT,SDDDSBS,SHSCBCC,SBSCDCP,71,,7,False
https://cdn.discordapp.com/attachments/667849167728541706/667866200629313546/tiger_release_final_20200117_152754.png,B,5,CHHBTSH,PBBBHPS,HHDPPBC,SDSSHBH,TBSSBBH,BTHSBSB,85,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/668050046427594763/tiger_release_final_20200118_141209.png,B,5,BCBSDSH,BBBBBBB,BBBBBBB,HCDPHHB,HHPHBSD,SSDBHTS,71,,8,False
https://cdn.discordapp.com/attachments/667916970393468928/667921918732795929/Capture32.PNG,B,5,TTDCSSC,SCDPSDC,CTBBBPP,TCSTBPS,CPSDDTP,HBHTDDH,83,,6,False
https://cdn.discordapp.com/attachments/667849167728541706/667850044505980939/tiger_release_final_20200116_213813.png,B,"3,5",HBTSSCC,PPTBBBP,PSSTDTS,BPSBCTP,CHCPHPC,CTDBDPD,83,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/668046602350624781/19.png,S,"2,5",BBBBBBB,DHDSPTT,TSCHHST,CCHSCSS,BBBBBBB,BBBBBBB,75,,8,True
https://cdn.discordapp.com/attachments/667849167728541706/667850124441026590/tiger_release_final_20200116_191300.png,H,"2,3",BPHCHCS,HPTTHPC,TPBSHDC,STPBHHD,TBDBTSD,TSTCHCD,100,,8,False
https://cdn.discordapp.com/attachments/667849167728541706/667866221810810910/tiger_release_final_20200117_152900.png,B,"2,6",TCSTBPS,DHDPTBB,DSSPCSB,PHDDSTH,SSCDDHC,TCDSSPD,80,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/668047610459717659/tiger_release_final_20200118_122227.png,B,"1,4",PSSTBSB,CPBSDDT,CTHSDTD,STTDBST,BCPPSSH,PDHSHTT,80,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/668047940358635520/tiger_release_final_20200118_122239.png,B,"1,4",PSSTBSB,CPBSDDT,CTHSDTD,STTDBST,BCPPSSH,PDHSHTT,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/668051714686844958/tiger_release_final_20200118_141851.png,B,5,TPSSTCP,PTSTPCP,TPDBBHC,BDDTPSH,DHTTCPD,BSPBTDH,77,,9,False
https://cdn.discordapp.com/attachments/667916970393468928/667921963951587368/Capture38.PNG,B,"2,3,6",CHCBPSH,CDBSTSB,TDCPSBD,SCDHHHD,CPTHPTC,HDDTTTP,83,,6,False
https://cdn.discordapp.com/attachments/667849167728541706/667866247697793024/tiger_release_final_20200117_153055.png,B,"2,6",TCCTBBS,PTCSBDH,TSPPDDH,CHTBDTT,SHBSTPD,HTDBDPD,80,,5,False
https://cdn.discordapp.com/attachments/667849167728541706/667850118564675584/tiger_release_final_20200116_215053.png,B,"3,4,6",BTDCTPP,PSCCCTB,SHCPSSH,THTPDPH,BDTSBPT,PPTSTCP,80,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/668051662807629824/tiger_release_final_20200118_110942.png,B,"2,3,6",PBDBCHS,TPDBDTB,HHTDBDH,CHPHSPP,PDCTSCS,TPDHCCP,71,,7,False
https://cdn.discordapp.com/attachments/667849167728541706/667866189674053642/tiger_release_final_20200117_152649.png,C,4,BBDHTBC,PPDHPBD,TSCCCHD,BCHPPCT,BCSBCPB,TBCDTSH,100,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667853998677819393/Code_3.jpg,H,"3,5",DPHDCHD,TPTPHDD,PBSBSTC,DCHSTPP,SBDBSDC,TCSSHDB,77,,9,False
https://cdn.discordapp.com/attachments/666873697763590144/667854089232842783/20200118001212_1.jpg,B,"5,6",SCCHDHS,DTSSBCH,CPHTTDT,HTHCTTC,CBCSTTC,STTBCHP,90,,10,True
https://cdn.discordapp.com/attachments/666873697763590144/668054468641816606/20200118121922_1.jpg,B,"2,6",HSBCSPD,SSDPPTT,BPSTTTH,DTPPCPP,TBCDCPC,DDCBHCP,100,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667855164052602890/tiger_release_final_20200117_230346.png,B,5,CHHBTSH,PBBBHPS,HHDPPBC,SDSSHBH,TBSSBBH,BTHSBSB,71,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667854804974043166/image0.jpg,B,"1,3,5",THHSTSB,SSDBTDC,CPSCBTC,TTHDBBB,BBTSCHS,TPSTTTP,85,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667854295546462208/piece2.PNG,C,"3,6",SDBHDHD,PSHPPDS,DTPHCCD,TSCBBPP,TSBDTDC,BPTCDBS,77,,9,True
https://cdn.discordapp.com/attachments/666873697763590144/668054041884098610/20200118121707_1.jpg,B,"1,4,5,6",DBTBDHT,PTSDBTC,TSPTCCC,BBDPSSS,DDBCDCH,HHDDTPB,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/668057270357065738/tiger_release_final_20200118_133146.png,B,3,PPTTPBT,BCBSPBC,TSTPDBP,HDTHBHH,TDDSDCH,PBHCHCT,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/668059184549593108/20200118124759_1.jpg,B,3,DBPCDBC,BHHPDTB,CPSSDTS,DPDDHCH,TBTBHCP,HTSBPTT,100,,6,True
https://cdn.discordapp.com/attachments/667105455948038145/667817631218401300/unknown.png,H,"2,6",TBSCDSB,SSHDPBD,CHPTCTT,CTPBBHC,HBBTBPT,CBCHHSC,100,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667856607220203570/Destiny_2_1_17_2020_2_21_05_PM.png,B,"1,5",DDHHBSD,HSBCPCT,HHPDPDS,TPBPPBS,CDBBPHH,TDHDDHH,80,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667857601538818058/eIkFySW.png,B,"3,5",BBBBBBB,BBBBBBB,TTPPBPD,SPPPSHS,HPDSPCT,BBBBBBB,100,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667856488416673792/Destiny_2_Screenshot_2020.01.18_-_09.17.46.20.png,B,"2,5,6",SDDTSHS,TTSCBTD,HSPDHTD,DPBDSDC,DSPTSPC,BBDHDHH,100,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667854153418014731/18083ADD10B604F62B0315243C6A78D822D54697.png,B,"2,6",CPSBSDH,BTPPTBD,TDPBHDB,TBHDDSH,SBCPSTB,CDHSSHB,77,,9,True
https://cdn.discordapp.com/attachments/666873697763590144/667856593978654740/Destiny_2_Screenshot_2020.01.18_-_01.20.11.84.png,B,1,HSDBCHT,SHPSHHC,SPTBBHD,HHDSDPC,PPDCCTT,BDHCHCS,100,,9,False
https://cdn.discordapp.com/attachments/666873697763590144/667856396318015498/2.png,B,"2,3,5",SHHHHPS,CCDHSPC,PCCCSST,DSSTDBH,PCHPCDB,PSSDSTB,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667858706985254977/20200117223004_1.jpg,B,1,DTBPPSH,SPBSHBD,HHHCCCH,BCCDTTD,BTDHSPP,DPCTCHC,80,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667855812580081694/tiger_release_final_20200118_001206.png,P,"2,4,6",BTTTCDS,DSHHCCC,DHBHBDT,HCHDBTD,BSPBBPH,SSPBTDT,85,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667856784979132436/tiger_release_final_20200117_161130.png,B,"2,6",BDHCBTC,HCBDTHS,TPCHTCH,BPSDDDP,PPDHPBD,DSDHTTP,71,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667858611329826847/unknown.png,B,4,TTDBBSH,SHCPBBT,TTTCPCD,BPHSBDB,PSBHSBP,PCDDSCT,80,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667855963214315530/unknown.png,P,"1,4,6",HBSHPBD,BBBBBBB,BBBBBBB,PTBSCDD,SSPPBHP,CBPPBHH,100,,8,True
https://cdn.discordapp.com/attachments/666873697763590144/667857943336714270/Middle_Clear_Six_Sides_Human_Male_Hunter_.jpg,B,2,TBSBCCS,TPDPDTB,CCBTSPC,CTSHCTH,DCBHPDB,HSHSBSB,100,,10,True
https://cdn.discordapp.com/attachments/666873697763590144/667858683543158804/193bf3571d960cc236c6224ff1c45c7f.png,B,"2,3,4,5",BPPDPCB,HCTHPCC,TTCBPSP,PDBHBDH,CCSDBPB,DHDCCHC,83,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667858097234116618/share-external.png,B,"3,6",DBCBTSP,PDTTCCP,BTHPTPP,BBBBBBB,BHTCBCH,BCSHCBT,75,,8,True
https://cdn.discordapp.com/attachments/666873697763590144/667858861880901642/unknown.png,B,"3,5",BBDSTHD,CDSCCDT,SCDDPPH,SCTCBDH,DDDHCDS,TSHHBHS,83,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667859510517563422/Destiny_2_2.png,B,2,BPCCPTC,TSCCBTS,PTBDTCP,TBPHHBT,DDCHBCP,BHCTPSB,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667857650758975538/unknown.png,B,"2,3",SPPBPTD,BBDBSDC,BPCDPPS,PHDHBPS,DHPDTHP,SSBTCDS,80,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667858988389629961/20200115070119_1.jpg,B,"2,6",TDTPSSH,BHPTHSC,CCBCHCD,CCTPTTP,CHSSPHP,HCCTBBC,75,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667859198712872995/20200118002735_1.jpg,B,"1,2",PCBPPHP,CBCSDCC,BBHCSPP,PTHCBTH,PSHTBSP,BTBSTTS,87,,8,False
https://cdn.discordapp.com/attachments/666873697763590144/667862331698446337/Destiny_2_1_17_2020_3_39_06_PM.png,B,"1,4",SHDPPCH,SDDSBHC,TCBHPDT,TTPPBTB,TCHDPHH,HCDSCCT,75,,8,False
https://cdn.discordapp.com/attachments/666873697763590144/667862502717128704/image0.jpg,B,"1,3,4",CHTCCPC,DCHTPHB,CSBDSDS,TSTSSSC,BBBBBBB,BBBBBBB,83,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667859191964237842/share-external.png,B,4,PPTBSDB,PBBDTCB,BSBDDPS,TBBBSCP,DTPTDPP,BHPTTTP,88,,9,True
https://cdn.discordapp.com/attachments/666873697763590144/667859900604350464/3.jpg,B,2,CTPHHCB,THDBHPT,TBHBDPT,PTTTSPH,BHTCPDC,DDHTSTP,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667862415979053095/20200117233615_1.jpg,B,5,BBBPCBB,STSBDPH,HPCCPCD,SHTTBTH,PCSBHTP,THBHTHP,100,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667857128450687065/share-external.png,B,"3,6",DBCBTSP,PDTTCCP,BTHPTPP,BBBBBBB,BHTCBCH,BCSHCBT,80,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667862222915239936/Screenshot_20200117-164428_PS_Messages.jpg,B,"2,6",CHDBPPT,DPHCDSS,CHPTPSB,DTDDHSS,BTTBHTB,CPHSDPP,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667862536393195550/image1.png,B,5,SHCDBDH,TTTCHPB,PDDPTBC,SPPDPBT,BTPPTBD,BHDPTSP,80,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667861059343876097/Destiny_2_1_17_2020_7_32_05_AM.png,B,2,TSSPPTS,PTSPPHH,DSCTPBD,PPHDDTT,BTTHDST,CPPHCDC,100,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667862536078491678/image0.png,B,5,BHCBDPC,HHTTBST,THCSTBD,BBBPHTC,CDDHSPC,BHDSHHT,100,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667859998113792020/share-external.png,P,"2,3",DCBTHST,DDPCHSH,PBDDDPP,DDPBSHH,SSHSPCT,HPSPBBT,100,,9,True
https://cdn.discordapp.com/attachments/666873697763590144/667862635408261120/PS_Messages_20200117_234718.jpg,B,"1,2,5",BDBCDSB,HPCTPHB,HDHSHCT,CPDHBDS,PHHSPDB,HSBSDCD,83,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667862636146458674/PS_Messages_20200117_234713.jpg,B,"3,6",SPBBTCB,SSPCCDD,SDHSTBC,CPSCTTB,PBDCTST,BDTPTBP,100,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667863009934180352/unknown.png,B,"2,3,5,6",CTCBDCT,DHBHDDB,BSHBPSC,STSPBHT,CDHDSHP,BCTDHSP,83,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667863262523686981/ab868c181e0c33ba.jpg,B,5,TCBCSBD,BBTPCSD,CPDPCHD,DCDCCHT,TPSTPPP,HPBCHTP,83,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667862548799946752/20200117234504_1.jpg,B,3,THCCHSC,SDBCTDB,CPTBHBT,BHCTDBS,SCCSPHH,BPSTTTH,87,,8,True
https://cdn.discordapp.com/attachments/666873697763590144/667865008041885727/save_8.png,B,"2,5",BBBBBBB,HDSTHHT,HSTSTCC,BBPCBBS,PBDSPTB,SHHBPHB,80,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667862635814977576/PS_Messages_20200117_234717.jpg,B,"3,6",BHDPTHH,PTCCTCP,TCTHTDP,DBCBTSP,BSDSCSB,HCBDHHH,75,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667864468356595733/tiger_release_final_20200117_165258.png,B,"1,4",HCBBSTD,BCBTDSD,BDHCHCS,TCSSSHB,PPDDBCP,DTPPSHH,100,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667862536678539264/image2.png,B,"3,4,6",DCHSTDB,BCHDHSB,HPSSTBS,CDTSHDH,CHBCTDH,CCSCDCS,77,,9,False
https://cdn.discordapp.com/attachments/666873697763590144/667863332669227008/save_7.png,B,4,SPSHPSP,BCPTBTC,SCCPHCP,SDBTSBB,TDCTTTB,HHCPBTP,83,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667863031199563776/tiger_release_final_20200117_154321.png,B,"2,6",SCPSTSS,HCDCDTT,HDTCTSC,PBDDSTP,CTTPBPH,SHCPSSH,100,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667866286050770986/20200118092954_1.jpg,B,"1,2",TBTPDPB,THDPCSS,CCDPCTS,DDBSTSS,PPHSHBH,BDCBSDS,80,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667860167802486834/tiger_release_final_20200117_172518.png,D,"2,5",BHTSTTB,BTTPHCB,BSSPDHT,DTCPSTS,DDBPTCT,SHPBSTS,80,,10,True
https://cdn.discordapp.com/attachments/666873697763590144/667866806081552414/PS_Messages_20200117_180327.jpg,B,"2,3,6",PCSBBCT,TTCBPDH,CTPCTCT,HDPPBHD,TTDSTHP,PPCBBCB,100,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667867549051912192/tiger_release_final_20200117_170618.png,B,"1,3,4",BTSSTTC,HHPSBHS,CCTTDBP,DPTHTPB,CPDPHHC,SHCHDCC,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667863303791312897/unknown.png,B,2,HHPPBSB,BBTPPHT,TTTTHPT,HDDPTDS,CCHCDTP,SDDPTHT,100,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667866474295066624/20200118093107_1.jpg,B,3,BBBBBBB,BBBBBBB,HDPBHSB,HSCBDHC,DSPHHPS,BBBBBBB,85,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667864025736151040/save_7.png,D,"4,6",TDDHBHS,PBTHPTB,CTDHDBH,SBDPBTC,SDTSCPH,THBCBBS,80,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667868537293111296/image7.png,B,6,BPTPCTD,BCDSDBP,DSTDPBP,STPPTTC,PDDTDBP,DSPSCHH,71,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667863356350398514/tiger_release_final_20200117_225001.png,B,5,DCCDPHB,HDSSSSS,SSTPBPP,TPHCHPP,PTCPCBT,CCPPBPP,85,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667869111203659801/unknown.png,B,"2,5,6",CPPDCSD,CDDTCPD,HSPCPTC,TPTHTPC,HBTPSTS,PHPDHPT,85,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667868814867955712/tiger_release_final_20200118_001059.png,B,6,SDDHPDH,PBTCSCD,TPCSCTS,PTHHPCH,HDSTPBC,HHBHDDS,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667868346640760832/code2.png,B,"1,2,3,4,5",BSCSCCD,THBDBDS,BHTCSDC,TDSTSSB,DDHCTCC,BHHTCSD,80,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667867427379609673/save_6.png,S,4,TTPSHTP,TDSHSBT,CBSBHDS,PCDTDSS,TDSBHPH,CPCBBSP,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667868978848464916/unknown.png,B,"1,2,3,6",PSHDCBT,BBDCDDH,CTCTCSC,CDSCSHT,DTHBBHT,PTSPTPC,100,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667867524066443284/tiger_release_final_20200117_180620.png,B,2,PDDHDDP,BCCSSSC,SSSCDHB,PBDCBTB,TCPDHCB,TBTCCSP,83,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667867737409847296/Destiny_2_1_17_2020_3_05_17_PM.png,B,"1,2",BDBHCSH,HBSBDHH,CTSHBPB,HPHDPTC,HHTDBPS,TDSTDBD,88,,9,False
https://cdn.discordapp.com/attachments/666873697763590144/667868400676110367/unknown.png,C,4,SSCHDBP,CSPHHST,CBTTHST,TBPDDTB,CSBHBPH,DPPCCBC,88,,9,False
https://cdn.discordapp.com/attachments/666873697763590144/667869518235959302/9k.png,B,5,DBTDSHS,SSSCDDH,TPBCCDC,PBDDCBP,DBSTDPB,BHCCSTC,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667867121199349780/image0.png,S,"2,3,5,6",PHSBBBD,SHTDDCT,HCDSSBP,CSDTSDT,STPDCHT,SCTHDPC,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667869698368733217/Titan-4.png,B,2,HCTPPSH,CSSPCTD,PTTPBPB,HPPBBPC,CDPDPDH,SSPPHPB,100,,9,True
https://cdn.discordapp.com/attachments/666873697763590144/667866580473872384/tiger_release_final_20200117_180248.png,B,"1,5",PDBPTTH,BBBBBBB,BBBBBBB,DSDDSCP,SPTPPPH,DPSDSBP,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667870062593441830/unknown.png,H,3,DHPDBPP,BTCBCTP,HDTDCBP,PTCHDCS,HHDDTDD,HSCCHCS,100,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667869876966129674/20200117171343_1.jpg,B,"1,4",CHSHHBS,TSHHTDS,DPTPTTC,DPPCCTC,BBBBBBB,BBBBBBB,100,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667867844524113925/5.jpg,B,"3,6",SCDDSDD,CDSSHDS,BHHSTHS,HDPPBDS,DCTPPSD,HCSPTDB,72,,12,True
https://cdn.discordapp.com/attachments/666873697763590144/667870780557885451/tiger_release_final_20200117_180138.png,C,1,HTCSCTC,HBTCHSP,BHTBPBH,HDCPHBD,BDHBBSB,HHTSBBC,87,,8,False
https://cdn.discordapp.com/attachments/666873697763590144/667868762413989888/unknown.png,B,"2,3",CSTTCBT,BSPDPBS,PBCDTHT,BSTPHDP,DHPHDHC,DDTBDST,83,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667870246065143818/unknown.png,B,"1,2,3,6",PBPDSHT,HBTHCCT,CHDTSBS,TSCDBDC,SPHDDDB,THDHBHB,90,,10,True
https://cdn.discordapp.com/attachments/666873697763590144/667865915458715658/4.jpg,B,6,HHPDHBS,CBCBCTS,THHTBSP,TBCHDTS,CTDSCSS,CTSPCSP,90,,10,True
https://cdn.discordapp.com/attachments/666873697763590144/667870173084123146/tiger_release_final_20200117_151500.png,B,3,PBCDPDC,CBSHHPP,BHSPDHC,DPSSCSB,CBDDCPT,BPPCBHP,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667870337190592513/Screenshot_20200117-171746_PS_Messages.jpg,B,"1,2,4",CDTDHBT,CPBTBPT,CHSCCPH,THPTBPD,DCHTHHC,DTBTPSD,83,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667871150252097541/unknown.png,B,5,TDBDPDP,BBSCDST,PCBHCHT,HBCHHTT,TDTSBSH,PHPTDTS,87,,8,False
https://cdn.discordapp.com/attachments/666873697763590144/667870576861511720/unknown.png,B,5,TDBDPDP,BBSCDST,PCBHCHT,HBCHHTT,TDTSBSH,PHPTDTS,80,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667870843140964362/unknown.png,B,6,TSHCCBP,TDTTBSP,STHCPST,CSDPCTP,SSCSCSH,HBCDBPC,83,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667868776665972766/unknown.png,C,5,PSCDTPH,TBHCSBH,DTDTTSC,HCHSTDH,BPSSHBC,TSCHHST,77,,9,True
https://cdn.discordapp.com/attachments/666873697763590144/667869339088715795/9k.png,B,"3,4,6",PDTPPSC,SHBSTPD,BDBSTTP,HCBSSBT,SPPBCHH,HPCPCBS,77,,9,False
https://cdn.discordapp.com/attachments/666873697763590144/667871867138473994/Destiny_2_1_17_2020_5_23_26_PM.png,C,"3,4,6",DHPTHHP,DBHCSPH,CCTTTHH,DHHPDBC,CHSHSCT,TCDSPPB,71,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667872415036211200/Destiny_2_Screenshot_2020.01.17_-_17.14.46.11.png,B,"3,6",CBBDBHD,TBTSSHB,DCDBPSB,HDBTDBT,BTHHHHC,HBSPPSB,85,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667872257162346496/Destiny_2_Screenshot_2020.01.17_-_17.24.14.67.png,B,6,HBBPPCT,BTPPSPC,DSCBPHT,BTHSTCP,DTHDDHH,PSDCTSD,83,,6,False
https://cdn.discordapp.com/attachments/666873697763590144/667872813344096270/unknown.png,B,"1,2,4",BHSHCCP,CSDHTCT,CPHCSCH,TPCHHHD,TPHBBDC,SDBCSTC,100,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667872176963321856/image0.jpg,C,"2,5,6",BHHHHDB,STCCCCS,BBSHBBB,BCDSCCT,TTTTBBT,SDCSCHD,77,,10,True
https://cdn.discordapp.com/attachments/666873697763590144/667871501596360715/unknown.png,C,5,PSCDTPH,TBHCSBH,DTDTTSC,HCHSTDH,BPSSHBC,TSCHHST,77,,9,True
https://cdn.discordapp.com/attachments/666873697763590144/667869225288728635/6.jpg,B,3,BPDPDBP,BPDDPTS,SDSCBHB,BCCCSHT,DSHSTHT,HDTTPBP,80,,11,True
https://cdn.discordapp.com/attachments/666873697763590144/667870692364124179/Destiny_2_Screenshot_2020.01.17_-_16.47.04.05.png,B,1,DBCPPPS,SDDSDDD,CPTBTPS,SSPCPTC,THCSTSC,STDTSSB,70,,10,True
https://cdn.discordapp.com/attachments/666873697763590144/667872663967891456/Destiny_2_Screenshot_2020.01.17_-_17.01.49.18.png,H,"1,2,4",HCPSTSS,DCPDSHC,BCHBDDC,BPDPSPD,PSBBTHH,TCTHTPD,85,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667874450330484736/tiger_release_final_20200118_001115.png,B,"2,6",TPHCHPP,TCHTSPT,CCPHCBP,SBSSCHH,HSBHHHP,CSHHHBP,80,,5,False
https://cdn.discordapp.com/attachments/666873697763590144/667873957894160397/PS_Messages_20200118_003159.jpg,B,"3,6",SPHSTHD,BHSSCTH,SPSPHHT,DTDPCBB,DSHPTTP,DDTCPTT,83,,7,False
https://cdn.discordapp.com/attachments/666873697763590144/667872103978237982/tiger_release_final_20200117_152452.png,B,6,TDPSPHP,PTCDPPH,PBCPCTP,BBSSCDP,DPDPCDB,HHHHDST,75,,8,True
